monitoringSiteIdentifier,monitoringSiteIdentifierScheme,phenomenonTimeReferenceYear,observedPropertyDeterminandCode,observedPropertyDeterminandLabel,resultEmissionsUom,resultEmissionsValue,procedureEstimateDetail,resultObservationStatus,Remarks,metadata_versionId,metadata_beginLifeSpanVersion,metadata_statusCode,metadata_observationStatus,metadata_statements,UID
SE652370-156442,euMonitoringSiteCode,2014,CAS_7440-02-0,Nickel and its compounds,kg/a,1160,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3203
SE652370-156442,euMonitoringSiteCode,2016,CAS_7440-02-0,Nickel and its compounds,kg/a,586,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3245
SE652370-156442,euMonitoringSiteCode,2017,CAS_7440-02-0,Nickel and its compounds,kg/a,234,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3266
SE652370-156442,euMonitoringSiteCode,2018,CAS_7440-02-0,Nickel and its compounds,kg/a,650,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3287
SE652370-156442,euMonitoringSiteCode,2020,CAS_7440-02-0,Nickel and its compounds,kg/a,904,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3329
SE652370-156442,euMonitoringSiteCode,2019,CAS_7440-02-0,Nickel and its compounds,kg/a,477,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3308
SE653621-125394,euMonitoringSiteCode,2015,CAS_7440-02-0,Nickel and its compounds,kg/a,301,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3371
SE653621-125394,euMonitoringSiteCode,2014,CAS_7440-02-0,Nickel and its compounds,kg/a,329,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3350
SE653621-125394,euMonitoringSiteCode,2016,CAS_7440-02-0,Nickel and its compounds,kg/a,165,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3392
SE622950-143450,euMonitoringSiteCode,2015,CAS_7440-02-0,Nickel and its compounds,kg/a,486,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1166
SE622950-143450,euMonitoringSiteCode,2017,CAS_7440-02-0,Nickel and its compounds,kg/a,251,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1208
SE622950-143450,euMonitoringSiteCode,2016,CAS_7440-02-0,Nickel and its compounds,kg/a,278,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1187
SE622950-143450,euMonitoringSiteCode,2018,CAS_7440-02-0,Nickel and its compounds,kg/a,516,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1229
SE622950-143450,euMonitoringSiteCode,2019,CAS_7440-02-0,Nickel and its compounds,kg/a,294,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1250
SE622950-143450,euMonitoringSiteCode,2020,CAS_7440-02-0,Nickel and its compounds,kg/a,623,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1271
SE623006-149119,euMonitoringSiteCode,2015,CAS_7440-02-0,Nickel and its compounds,kg/a,167,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1313
SE623006-149119,euMonitoringSiteCode,2014,CAS_7440-02-0,Nickel and its compounds,kg/a,158,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1292
SE623006-149119,euMonitoringSiteCode,2017,CAS_7440-02-0,Nickel and its compounds,kg/a,151,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1355
SE623006-149119,euMonitoringSiteCode,2016,CAS_7440-02-0,Nickel and its compounds,kg/a,95.6,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1334
SE623006-149119,euMonitoringSiteCode,2018,CAS_7440-02-0,Nickel and its compounds,kg/a,197,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1376
SE623006-149119,euMonitoringSiteCode,2020,CAS_7440-02-0,Nickel and its compounds,kg/a,175,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1418
SE623006-149119,euMonitoringSiteCode,2019,CAS_7440-02-0,Nickel and its compounds,kg/a,123,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1397
SE626875-133051,euMonitoringSiteCode,2014,CAS_7440-02-0,Nickel and its compounds,kg/a,2140,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1439
SE626875-133051,euMonitoringSiteCode,2015,CAS_7440-02-0,Nickel and its compounds,kg/a,1730,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1460
SE626875-133051,euMonitoringSiteCode,2017,CAS_7440-02-0,Nickel and its compounds,kg/a,1640,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1502
SE626875-133051,euMonitoringSiteCode,2016,CAS_7440-02-0,Nickel and its compounds,kg/a,1270,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1481
SE626875-133051,euMonitoringSiteCode,2018,CAS_7440-02-0,Nickel and its compounds,kg/a,1460,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1523
SE626875-133051,euMonitoringSiteCode,2019,CAS_7440-02-0,Nickel and its compounds,kg/a,1960,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1544
SE626875-133051,euMonitoringSiteCode,2020,CAS_7440-02-0,Nickel and its compounds,kg/a,2340,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1565
SE627831-152255,euMonitoringSiteCode,2014,CAS_7440-02-0,Nickel and its compounds,kg/a,160,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1586
SE627831-152255,euMonitoringSiteCode,2015,CAS_7440-02-0,Nickel and its compounds,kg/a,105,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1607
SE627831-152255,euMonitoringSiteCode,2016,CAS_7440-02-0,Nickel and its compounds,kg/a,92.2,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1628
SE627831-152255,euMonitoringSiteCode,2017,CAS_7440-02-0,Nickel and its compounds,kg/a,113,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1649
SE627831-152255,euMonitoringSiteCode,2018,CAS_7440-02-0,Nickel and its compounds,kg/a,138,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1670
SE627831-152255,euMonitoringSiteCode,2019,CAS_7440-02-0,Nickel and its compounds,kg/a,99.2,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1691
SE627831-152255,euMonitoringSiteCode,2020,CAS_7440-02-0,Nickel and its compounds,kg/a,118,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1712
SE628877-132040,euMonitoringSiteCode,2014,CAS_7440-02-0,Nickel and its compounds,kg/a,1400,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1733
SE628877-132040,euMonitoringSiteCode,2016,CAS_7440-02-0,Nickel and its compounds,kg/a,622,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1775
SE628877-132040,euMonitoringSiteCode,2015,CAS_7440-02-0,Nickel and its compounds,kg/a,892,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1754
SE628877-132040,euMonitoringSiteCode,2017,CAS_7440-02-0,Nickel and its compounds,kg/a,999,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1796
SE628877-132040,euMonitoringSiteCode,2018,CAS_7440-02-0,Nickel and its compounds,kg/a,667,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1817
SE628877-132040,euMonitoringSiteCode,2019,CAS_7440-02-0,Nickel and its compounds,kg/a,1080,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1838
SE631338-129833,euMonitoringSiteCode,2014,CAS_7440-02-0,Nickel and its compounds,kg/a,1340,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1880
SE628877-132040,euMonitoringSiteCode,2020,CAS_7440-02-0,Nickel and its compounds,kg/a,1120,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1859
SE631338-129833,euMonitoringSiteCode,2015,CAS_7440-02-0,Nickel and its compounds,kg/a,1120,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1901
SE631338-129833,euMonitoringSiteCode,2016,CAS_7440-02-0,Nickel and its compounds,kg/a,787,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1922
SE631338-129833,euMonitoringSiteCode,2017,CAS_7440-02-0,Nickel and its compounds,kg/a,937,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1943
SE631338-129833,euMonitoringSiteCode,2019,CAS_7440-02-0,Nickel and its compounds,kg/a,1100,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1985
SE631338-129833,euMonitoringSiteCode,2018,CAS_7440-02-0,Nickel and its compounds,kg/a,812,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1964
SE632033-152167,euMonitoringSiteCode,2014,CAS_7440-02-0,Nickel and its compounds,kg/a,207,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2027
SE631338-129833,euMonitoringSiteCode,2020,CAS_7440-02-0,Nickel and its compounds,kg/a,1330,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2006
SE632033-152167,euMonitoringSiteCode,2015,CAS_7440-02-0,Nickel and its compounds,kg/a,182,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2048
SE632033-152167,euMonitoringSiteCode,2017,CAS_7440-02-0,Nickel and its compounds,kg/a,149,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2090
SE632033-152167,euMonitoringSiteCode,2016,CAS_7440-02-0,Nickel and its compounds,kg/a,125,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2069
SE632033-152167,euMonitoringSiteCode,2018,CAS_7440-02-0,Nickel and its compounds,kg/a,269,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2111
SE632033-152167,euMonitoringSiteCode,2019,CAS_7440-02-0,Nickel and its compounds,kg/a,185,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2132
SE633520-153920,euMonitoringSiteCode,2014,CAS_7440-02-0,Nickel and its compounds,kg/a,764,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2174
SE632033-152167,euMonitoringSiteCode,2020,CAS_7440-02-0,Nickel and its compounds,kg/a,240,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2153
SE633520-153920,euMonitoringSiteCode,2015,CAS_7440-02-0,Nickel and its compounds,kg/a,655,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2195
SE633520-153920,euMonitoringSiteCode,2016,CAS_7440-02-0,Nickel and its compounds,kg/a,412,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2216
SE633520-153920,euMonitoringSiteCode,2017,CAS_7440-02-0,Nickel and its compounds,kg/a,556,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2237
SE633520-153920,euMonitoringSiteCode,2018,CAS_7440-02-0,Nickel and its compounds,kg/a,883,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2258
SE633520-153920,euMonitoringSiteCode,2019,CAS_7440-02-0,Nickel and its compounds,kg/a,596,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,2279
LTR13,euMonitoringSiteCode,2020,CAS_7440-02-0,Nickel and its compounds,kg/a,7834.2,FloodN,,,https://cdr.eionet.europa.eu/lt/eea/wise_soe/wise1/envybhqyg/Emissions_2020_RiverineInputLoads.xml,2021-12-14 23:33:57.000,valid,A,,7
LTR77,euMonitoringSiteCode,2020,CAS_7440-02-0,Nickel and its compounds,kg/a,51.6,FloodN,,,https://cdr.eionet.europa.eu/lt/eea/wise_soe/wise1/envybhqyg/Emissions_2020_RiverineInputLoads.xml,2021-12-14 23:33:57.000,valid,A,,37
LTR138,euMonitoringSiteCode,2020,CAS_7440-02-0,Nickel and its compounds,kg/a,215.7,FloodN,,,https://cdr.eionet.europa.eu/lt/eea/wise_soe/wise1/envybhqyg/Emissions_2020_RiverineInputLoads.xml,2021-12-14 23:33:57.000,valid,A,,22
EESJA7675000,euMonitoringSiteCode,2020,CAS_7440-02-0,Nickel and its compounds,kg/a,65.0816538155436,OutY,,Measurements=4; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,62
EESJA8007000,euMonitoringSiteCode,2020,CAS_7440-02-0,Nickel and its compounds,kg/a,1442.32312316103,OutY,,Measurements=12; below LOQ=1,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,106
EESJA8127000,euMonitoringSiteCode,2020,CAS_7440-02-0,Nickel and its compounds,kg/a,28.2614292676018,OutY,,Measurements=3; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,79
EESJA7982000,euMonitoringSiteCode,2020,CAS_7440-02-0,Nickel and its compounds,kg/a,886.742973216903,OutY,,Measurements=4; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,133
EESJA6180000,euMonitoringSiteCode,2020,CAS_7440-02-0,Nickel and its compounds,kg/a,236.633647612933,OutY,,Measurements=12; below LOQ=1,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,150
EESJA4483000,euMonitoringSiteCode,2020,CAS_7440-02-0,Nickel and its compounds,kg/a,847.026753507985,OutY,,Measurements=12; below LOQ=1,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,177
EESJA5960000,euMonitoringSiteCode,2020,CAS_7440-02-0,Nickel and its compounds,kg/a,176.803993504038,OutY,,Measurements=12; below LOQ=1,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,203
EESJA5768000,euMonitoringSiteCode,2020,CAS_7440-02-0,Nickel and its compounds,kg/a,35.5678941951626,OutY,,Measurements=5; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,220
EESJA8841000,euMonitoringSiteCode,2020,CAS_7440-02-0,Nickel and its compounds,kg/a,103.327957773544,OutY,,Measurements=12; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,245
EESJA5258000,euMonitoringSiteCode,2020,CAS_7440-02-0,Nickel and its compounds,kg/a,42.4904622170663,OutY,,Measurements=9; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,262
EESJA7631000,euMonitoringSiteCode,2020,CAS_7440-02-0,Nickel and its compounds,kg/a,257.919862515681,OutY,,Measurements=5; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,280
EESJA9741000,euMonitoringSiteCode,2020,CAS_7440-02-0,Nickel and its compounds,kg/a,5794.98284367248,OutY,,Measurements=12; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,298
EESJA4328000,euMonitoringSiteCode,2020,CAS_7440-02-0,Nickel and its compounds,kg/a,5397.94698174695,OutY,,Measurements=4; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,316
EESJA2589000,euMonitoringSiteCode,2020,CAS_7440-02-0,Nickel and its compounds,kg/a,36.1612620498714,OutY,,Measurements=4; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,342
EESJA8483000,euMonitoringSiteCode,2020,CAS_7440-02-0,Nickel and its compounds,kg/a,1097.51634277852,OutY,,Measurements=12; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,368
EESJA9977000,euMonitoringSiteCode,2020,CAS_7440-02-0,Nickel and its compounds,kg/a,66.1963336636748,OutY,,Measurements=4; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,421
EESJA5140000,euMonitoringSiteCode,2020,CAS_7440-02-0,Nickel and its compounds,kg/a,200.613032575547,OutY,,Measurements=12; below LOQ=1,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,404
EESJA1934000,euMonitoringSiteCode,2020,CAS_7440-02-0,Nickel and its compounds,kg/a,99.5806967424467,OutY,,Measurements=4; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,474
EESJA9900000,euMonitoringSiteCode,2020,CAS_7440-02-0,Nickel and its compounds,kg/a,711.9286585974,OutY,,Measurements=13; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,492
EESJA3956000,euMonitoringSiteCode,2020,CAS_7440-02-0,Nickel and its compounds,kg/a,91.3888052688473,OutY,,Measurements=12; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,537
EESJA4484000,euMonitoringSiteCode,2020,CAS_7440-02-0,Nickel and its compounds,kg/a,72.6505304864252,OutY,,Measurements=4; below LOQ=0,https://cdr.eionet.europa.eu/ee/eea/wise_soe/wise1/envycgfeq/Emissions_2020_RiverineInputLoads.xml,2021-12-21 09:35:05.000,valid,A,,564
SE621205-131122,euMonitoringSiteCode,2015,CAS_7440-02-0,Nickel and its compounds,kg/a,56.4,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,872
SE621205-131122,euMonitoringSiteCode,2016,CAS_7440-02-0,Nickel and its compounds,kg/a,29.9,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,893
SE621205-131122,euMonitoringSiteCode,2017,CAS_7440-02-0,Nickel and its compounds,kg/a,60.4,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,914
SE621205-131122,euMonitoringSiteCode,2018,CAS_7440-02-0,Nickel and its compounds,kg/a,35.5,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,935
