monitoringSiteIdentifier,monitoringSiteIdentifierScheme,phenomenonTimeReferenceYear,observedPropertyDeterminandCode,observedPropertyDeterminandLabel,resultEmissionsUom,resultEmissionsValue,procedureEstimateDetail,resultObservationStatus,Remarks,metadata_versionId,metadata_beginLifeSpanVersion,metadata_statusCode,metadata_observationStatus,metadata_statements,UID
SE626875-133051,euMonitoringSiteCode,2020,CAS_14798-03-9,Ammonium,t/a,80.1,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1548
SE627831-152255,euMonitoringSiteCode,2014,CAS_14798-03-9,Ammonium,t/a,4.5,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1569
SE626875-133051,euMonitoringSiteCode,2019,CAS_14798-03-9,Ammonium,t/a,80.8,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1527
SE626875-133051,euMonitoringSiteCode,2018,CAS_14798-03-9,Ammonium,t/a,92.7,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1506
SE626875-133051,euMonitoringSiteCode,2017,CAS_14798-03-9,Ammonium,t/a,72.8,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1485
SE626875-133051,euMonitoringSiteCode,2015,CAS_14798-03-9,Ammonium,t/a,65.1,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1443
SE626875-133051,euMonitoringSiteCode,2016,CAS_14798-03-9,Ammonium,t/a,45.4,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1464
SE626875-133051,euMonitoringSiteCode,2014,CAS_14798-03-9,Ammonium,t/a,66.7,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1422
SE623006-149119,euMonitoringSiteCode,2020,CAS_14798-03-9,Ammonium,t/a,8.9,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1401
SE623006-149119,euMonitoringSiteCode,2019,CAS_14798-03-9,Ammonium,t/a,4.75,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1380
SE623006-149119,euMonitoringSiteCode,2017,CAS_14798-03-9,Ammonium,t/a,6.26,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1338
SE623006-149119,euMonitoringSiteCode,2018,CAS_14798-03-9,Ammonium,t/a,13.7,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1359
SE623006-149119,euMonitoringSiteCode,2016,CAS_14798-03-9,Ammonium,t/a,2.44,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1317
SE623006-149119,euMonitoringSiteCode,2015,CAS_14798-03-9,Ammonium,t/a,10.1,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1296
SE623006-149119,euMonitoringSiteCode,2014,CAS_14798-03-9,Ammonium,t/a,5.63,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1275
SE622950-143450,euMonitoringSiteCode,2020,CAS_14798-03-9,Ammonium,t/a,27.5,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1254
SE622950-143450,euMonitoringSiteCode,2019,CAS_14798-03-9,Ammonium,t/a,13.4,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1233
SE622950-143450,euMonitoringSiteCode,2018,CAS_14798-03-9,Ammonium,t/a,35,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1212
SE622950-143450,euMonitoringSiteCode,2017,CAS_14798-03-9,Ammonium,t/a,13.2,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1191
SE622950-143450,euMonitoringSiteCode,2016,CAS_14798-03-9,Ammonium,t/a,7.87,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1170
SE622950-143450,euMonitoringSiteCode,2015,CAS_14798-03-9,Ammonium,t/a,19,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,1149
IT19-R1905400001,eionetMonitoringSiteCode,2020,CAS_14798-03-9,Ammonium,t/a,3.95,FloodN,,"Calcolato moltiplicando la concentrazione media annuale dei parametri,  estratti dal monitoraggio WISE-6 anno 2020, per la portata media annuale presente nell'Allegato B15 ""Arena"" del ""PIANO DI TUTELA DELLE ACQUE DELLA SICILIA -DICEMBRE 2007"".  La distanza della foce dalla stazione di monitoraggio è circa 2 Km.",https://cdr.eionet.europa.eu/it/eea/wise_soe/wise1/envyd1prq/Italy_WISE-1_2020._RiverineInputLoads.xml,2022-01-11 12:36:38.000,valid,A,,4436
ESART202,euMonitoringSiteCode,2020,CAS_14798-03-9,Ammonium,t/a,1.63735800420511,,,Upper emissions value following OSPAR procedure,https://cdr.eionet.europa.eu/es/eea/wise_soe/wise1/envyffmbg/Emissions_ES_2020_Rivers_RiverineInputLoads.xml,2022-02-02 13:20:43.000,valid,A,,4473
ESBAR190,euMonitoringSiteCode,2020,CAS_14798-03-9,Ammonium,t/a,1.34721431902985,,,Upper emissions value following OSPAR procedure,https://cdr.eionet.europa.eu/es/eea/wise_soe/wise1/envyffmbg/Emissions_ES_2020_Rivers_RiverineInputLoads.xml,2022-02-02 13:20:43.000,valid,A,,4497
ESASU160,euMonitoringSiteCode,2020,CAS_14798-03-9,Ammonium,t/a,2.7507611562682,,,Upper emissions value following OSPAR procedure,https://cdr.eionet.europa.eu/es/eea/wise_soe/wise1/envyffmbg/Emissions_ES_2020_Rivers_RiverineInputLoads.xml,2022-02-02 13:20:43.000,valid,A,,4485
ESBID555,euMonitoringSiteCode,2020,CAS_14798-03-9,Ammonium,t/a,17.8610245529218,,,Upper emissions value following OSPAR procedure,https://cdr.eionet.europa.eu/es/eea/wise_soe/wise1/envyffmbg/Emissions_ES_2020_Rivers_RiverineInputLoads.xml,2022-02-02 13:20:43.000,valid,A,,4509
ESBUT226,euMonitoringSiteCode,2020,CAS_14798-03-9,Ammonium,t/a,17.2188131349659,,,Upper emissions value following OSPAR procedure,https://cdr.eionet.europa.eu/es/eea/wise_soe/wise1/envyffmbg/Emissions_ES_2020_Rivers_RiverineInputLoads.xml,2022-02-02 13:20:43.000,valid,A,,4520
ESDEB492,euMonitoringSiteCode,2020,CAS_14798-03-9,Ammonium,t/a,48.0395755889315,,,Upper emissions value following OSPAR procedure,https://cdr.eionet.europa.eu/es/eea/wise_soe/wise1/envyffmbg/Emissions_ES_2020_Rivers_RiverineInputLoads.xml,2022-02-02 13:20:43.000,valid,A,,4532
ESGAL095,euMonitoringSiteCode,2020,CAS_14798-03-9,Ammonium,t/a,0.597713293333333,,,Upper emissions value following OSPAR procedure,https://cdr.eionet.europa.eu/es/eea/wise_soe/wise1/envyffmbg/Emissions_ES_2020_Rivers_RiverineInputLoads.xml,2022-02-02 13:20:43.000,valid,A,,4544
ESIBA518,euMonitoringSiteCode,2020,CAS_14798-03-9,Ammonium,t/a,63.76192592,,,Upper emissions value following OSPAR procedure,https://cdr.eionet.europa.eu/es/eea/wise_soe/wise1/envyffmbg/Emissions_ES_2020_Rivers_RiverineInputLoads.xml,2022-02-02 13:20:43.000,valid,A,,4556
SE733351-187900,eionetMonitoringSiteCode,2019,CAS_14798-03-9,Ammonium,t/a,218,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,4320
SE733351-187900,eionetMonitoringSiteCode,2018,CAS_14798-03-9,Ammonium,t/a,111,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,4299
SE733351-187900,eionetMonitoringSiteCode,2017,CAS_14798-03-9,Ammonium,t/a,145,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,4278
SE733351-187900,eionetMonitoringSiteCode,2020,CAS_14798-03-9,Ammonium,t/a,212,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,4341
IT19-R1909600001,eionetMonitoringSiteCode,2020,CAS_14798-03-9,Ammonium,t/a,32.16,FloodN,,"Calcolato moltiplicando la concentrazione media annuale dei parametri,  estratti dal monitoraggio WISE-6 anno 2020, per la portata media annuale presente nell'Allegato B38 ""Alcantara"" del ""PIANO DI GESTIONE DELLE ACQUE DELLA SICILIA - DICEMBRE 2007"".  La distanza della foce dalla stazione di monitoraggio è circa 1 Km.",https://cdr.eionet.europa.eu/it/eea/wise_soe/wise1/envyd1prq/Italy_WISE-1_2020._RiverineInputLoads.xml,2022-01-11 12:36:38.000,valid,A,,4456
IT19RW03902,eionetMonitoringSiteCode,2020,CAS_14798-03-9,Ammonium,t/a,10.53,FloodN,,"Calcolato moltiplicando la concentrazione media annuale dei parametri,  estratti dal monitoraggio WISE-6 anno 2020, per la portata media annuale presente nell'Allegato B08 """"Oreto"""" del """"PIANO DI TUTELA DELLE ACQUE DELLA SICILIA - DICEMBRE 2007"""".  La distanza della foce dalla stazione di monitoraggio è circa 4 Km.",https://cdr.eionet.europa.eu/it/eea/wise_soe/wise1/envyd1prq/Italy_WISE-1_2020._RiverineInputLoads.xml,2022-01-11 12:36:38.000,valid,A,,4383
SE733351-187900,eionetMonitoringSiteCode,2015,CAS_14798-03-9,Ammonium,t/a,267,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,4236
SE733351-187900,eionetMonitoringSiteCode,2016,CAS_14798-03-9,Ammonium,t/a,169,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,4257
SE733351-187900,eionetMonitoringSiteCode,2014,CAS_14798-03-9,Ammonium,t/a,198,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,4215
SE683661-156793,euMonitoringSiteCode,2020,CAS_14798-03-9,Ammonium,t/a,4.53,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,4194
SE683661-156793,euMonitoringSiteCode,2019,CAS_14798-03-9,Ammonium,t/a,6.07,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,4173
SE683661-156793,euMonitoringSiteCode,2017,CAS_14798-03-9,Ammonium,t/a,5.29,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,4131
SE683661-156793,euMonitoringSiteCode,2018,CAS_14798-03-9,Ammonium,t/a,5.59,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,4152
SE683661-156793,euMonitoringSiteCode,2016,CAS_14798-03-9,Ammonium,t/a,4.18,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,4110
SE683661-156793,euMonitoringSiteCode,2015,CAS_14798-03-9,Ammonium,t/a,4.84,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,4089
SE683661-156793,euMonitoringSiteCode,2014,CAS_14798-03-9,Ammonium,t/a,3.64,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,4068
SE678924-156862,euMonitoringSiteCode,2019,CAS_14798-03-9,Ammonium,t/a,142,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,4026
SE678924-156862,euMonitoringSiteCode,2020,CAS_14798-03-9,Ammonium,t/a,118,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,4047
SE678924-156862,euMonitoringSiteCode,2018,CAS_14798-03-9,Ammonium,t/a,100,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,4005
SE678924-156862,euMonitoringSiteCode,2017,CAS_14798-03-9,Ammonium,t/a,65.4,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3984
SE678924-156862,euMonitoringSiteCode,2016,CAS_14798-03-9,Ammonium,t/a,78.2,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3963
SE678924-156862,euMonitoringSiteCode,2015,CAS_14798-03-9,Ammonium,t/a,111,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3942
SE678924-156862,euMonitoringSiteCode,2014,CAS_14798-03-9,Ammonium,t/a,104,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3921
SE672915-157210,euMonitoringSiteCode,2020,CAS_14798-03-9,Ammonium,t/a,36.1,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3900
SE672915-157210,euMonitoringSiteCode,2019,CAS_14798-03-9,Ammonium,t/a,38.2,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3879
SE672915-157210,euMonitoringSiteCode,2018,CAS_14798-03-9,Ammonium,t/a,49.5,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3858
SE672915-157210,euMonitoringSiteCode,2017,CAS_14798-03-9,Ammonium,t/a,31.6,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3837
SE672915-157210,euMonitoringSiteCode,2016,CAS_14798-03-9,Ammonium,t/a,30.5,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3816
SE672915-157210,euMonitoringSiteCode,2015,CAS_14798-03-9,Ammonium,t/a,27.4,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3795
SE672915-157210,euMonitoringSiteCode,2014,CAS_14798-03-9,Ammonium,t/a,24.2,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3774
SE671742-158974,euMonitoringSiteCode,2020,CAS_14798-03-9,Ammonium,t/a,143,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3753
SE671742-158974,euMonitoringSiteCode,2019,CAS_14798-03-9,Ammonium,t/a,182,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3732
SE671742-158974,euMonitoringSiteCode,2018,CAS_14798-03-9,Ammonium,t/a,186,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3711
SE671742-158974,euMonitoringSiteCode,2017,CAS_14798-03-9,Ammonium,t/a,133,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3690
SE671742-158974,euMonitoringSiteCode,2016,CAS_14798-03-9,Ammonium,t/a,172,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3669
SE671742-158974,euMonitoringSiteCode,2015,CAS_14798-03-9,Ammonium,t/a,205,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3648
SE671742-158974,euMonitoringSiteCode,2014,CAS_14798-03-9,Ammonium,t/a,174,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3627
SE658065-162841,eionetMonitoringSiteCode,2020,CAS_14798-03-9,Ammonium,t/a,42,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3606
SE658065-162841,eionetMonitoringSiteCode,2018,CAS_14798-03-9,Ammonium,t/a,44,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3564
SE658065-162841,eionetMonitoringSiteCode,2019,CAS_14798-03-9,Ammonium,t/a,57.7,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3585
SE658065-162841,eionetMonitoringSiteCode,2017,CAS_14798-03-9,Ammonium,t/a,32,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3543
SE658065-162841,eionetMonitoringSiteCode,2016,CAS_14798-03-9,Ammonium,t/a,30.1,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3522
SE658065-162841,eionetMonitoringSiteCode,2015,CAS_14798-03-9,Ammonium,t/a,53.1,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3501
SE653621-125394,euMonitoringSiteCode,2020,CAS_14798-03-9,Ammonium,t/a,4.31,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3459
SE658065-162841,eionetMonitoringSiteCode,2014,CAS_14798-03-9,Ammonium,t/a,49.9,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3480
SE653621-125394,euMonitoringSiteCode,2019,CAS_14798-03-9,Ammonium,t/a,7.19,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3438
SE653621-125394,euMonitoringSiteCode,2018,CAS_14798-03-9,Ammonium,t/a,3.19,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3417
SE653621-125394,euMonitoringSiteCode,2017,CAS_14798-03-9,Ammonium,t/a,2.84,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3396
SE653621-125394,euMonitoringSiteCode,2015,CAS_14798-03-9,Ammonium,t/a,5.43,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3354
SE653621-125394,euMonitoringSiteCode,2016,CAS_14798-03-9,Ammonium,t/a,1.97,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3375
SE653621-125394,euMonitoringSiteCode,2014,CAS_14798-03-9,Ammonium,t/a,6.92,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3333
SE652370-156442,euMonitoringSiteCode,2020,CAS_14798-03-9,Ammonium,t/a,14.4,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3312
SE652370-156442,euMonitoringSiteCode,2019,CAS_14798-03-9,Ammonium,t/a,16.8,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3291
SE652370-156442,euMonitoringSiteCode,2018,CAS_14798-03-9,Ammonium,t/a,10.7,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3270
SE652370-156442,euMonitoringSiteCode,2017,CAS_14798-03-9,Ammonium,t/a,10,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3249
SE652370-156442,euMonitoringSiteCode,2016,CAS_14798-03-9,Ammonium,t/a,10.2,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3228
SE652370-156442,euMonitoringSiteCode,2015,CAS_14798-03-9,Ammonium,t/a,17.6,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3207
SE652370-156442,euMonitoringSiteCode,2014,CAS_14798-03-9,Ammonium,t/a,13.1,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3186
SE649673-151838,euMonitoringSiteCode,2020,CAS_14798-03-9,Ammonium,t/a,40.8,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3165
SE649673-151838,euMonitoringSiteCode,2019,CAS_14798-03-9,Ammonium,t/a,29.3,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3144
SE649673-151838,euMonitoringSiteCode,2018,CAS_14798-03-9,Ammonium,t/a,64.6,FloodY,,,https://cdr.eionet.europa.eu/se/eea/wise_soe/wise1/envycf7qa/Emissions_2020_data_Sweden_RiverineInputLoads.xml,2021-12-21 09:47:50.000,valid,A,,3123
